CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel
12423,1.0,10,2622.39,1,Loyal Customers
12424,163.0,4,3340.0299999999997,1,Loyal Customers
12425,78.0,2,1741.41,1,Loyal Customers
12426,195.0,2,1345.21,1,Loyal Customers
12427,22.0,3,1129.3,1,Loyal Customers
12428,26.0,9,7956.46,1,Loyal Customers
12429,9.0,8,7485.91,1,Loyal Customers
12430,43.0,1,256.4,1,Loyal Customers
12431,36.0,27,10857.97,1,Loyal Customers
12432,43.0,5,5059.32,1,Loyal Customers
12433,1.0,10,20581.26,1,Loyal Customers
12434,85.0,3,1103.43,1,Loyal Customers
12435,80.0,6,13925.93,1,Loyal Customers
12436,100.0,1,509.01,1,Loyal Customers
12437,2.0,39,12683.4,1,Loyal Customers
12438,14.0,2,2906.85,1,Loyal Customers
12439,683.0,2,1158.18,0,At Risk
12440,462.0,2,859.2,0,At Risk
12441,367.0,1,347.1,0,At Risk
12442,3.0,1,172.06,1,Loyal Customers
12443,732.0,1,485.31,0,At Risk
12444,21.0,5,5005.46,1,Loyal Customers
12445,22.0,2,434.98,1,Loyal Customers
12446,58.0,1,1002.3100000000001,1,Loyal Customers
12447,243.0,1,476.49,1,Loyal Customers
12448,44.0,1,449.45,1,Loyal Customers
12449,22.0,6,4835.89,1,Loyal Customers
12450,156.0,5,688.2,1,Loyal Customers
12451,11.0,8,12669.88,1,Loyal Customers
12452,17.0,2,430.57,1,Loyal Customers
12453,134.0,1,707.09,1,Loyal Customers
12454,56.0,5,16679.78,1,Loyal Customers
12455,73.0,10,5879.95,1,Loyal Customers
12456,44.0,3,3181.04,1,Loyal Customers
12457,66.0,8,2995.91,1,Loyal Customers
12458,71.0,4,1777.49,1,Loyal Customers
12459,605.0,1,454.36,0,At Risk
12460,456.0,1,326.65,0,At Risk
12461,94.0,2,826.88,1,Loyal Customers
12462,19.0,2,1189.59,1,Loyal Customers
12463,53.0,4,1344.78,1,Loyal Customers
12464,10.0,8,1212.05,1,Loyal Customers
12465,17.0,2,742.1899999999999,1,Loyal Customers
12466,682.0,1,56.73,0,At Risk
12467,423.0,1,132.8,0,At Risk
12468,188.0,5,3670.74,1,Loyal Customers
12469,523.0,2,3070.54,0,At Risk
12470,690.0,1,211.95,0,At Risk
12471,2.0,79,39963.79,1,Loyal Customers
12472,32.0,19,17880.59,1,Loyal Customers
12473,29.0,5,3938.5499999999997,1,Loyal Customers
12474,17.0,31,12424.45,1,Loyal Customers
12475,54.0,2,1149.6399999999999,1,Loyal Customers
12476,16.0,23,14115.41,1,Loyal Customers
12477,23.0,9,20276.37,1,Loyal Customers
12478,4.0,1,680.99,1,Loyal Customers
12479,11.0,1,527.2,1,Loyal Customers
12480,28.0,7,5464.85,1,Loyal Customers
12481,23.0,15,12361.39,1,Loyal Customers
12482,576.0,29,23691.4,0,At Risk
12483,17.0,19,5120.58,1,Loyal Customers
12484,33.0,12,6370.15,1,Loyal Customers
12485,529.0,1,708.1,0,At Risk
12486,432.0,1,1037.28,0,At Risk
12487,731.0,1,285.3,0,At Risk
12488,10.0,3,1298.66,1,Loyal Customers
12489,336.0,1,334.93,0,At Risk
12490,5.0,21,9823.64,1,Loyal Customers
12491,39.0,1,460.40000000000003,1,Loyal Customers
12492,63.0,3,715.21,1,Loyal Customers
12493,166.0,2,433.74,1,Loyal Customers
12494,16.0,9,1872.8700000000001,1,Loyal Customers
12495,641.0,1,357.4,0,At Risk
12496,620.0,2,54.09,0,At Risk
12497,82.0,3,6248.5,1,Loyal Customers
12498,21.0,3,403.70000000000005,1,Loyal Customers
12499,560.0,1,393.71999999999997,0,At Risk
12500,23.0,19,5955.21,1,Loyal Customers
12501,337.0,1,2169.39,0,At Risk
12502,96.0,5,3723.87,1,Loyal Customers
12503,584.0,1,1126.0,0,At Risk
12504,18.0,4,779.05,1,Loyal Customers
12505,409.0,1,955.2,0,At Risk
12506,233.0,1,73.5,1,Loyal Customers
12507,134.0,4,1844.06,1,Loyal Customers
12508,26.0,2,398.27,1,Loyal Customers
12509,284.0,1,176.5,0,At Risk
12510,143.0,9,5178.02,1,Loyal Customers
12511,429.0,1,3084.02,0,At Risk
12512,66.0,2,138.03,1,Loyal Customers
12513,113.0,1,612.29,1,Loyal Customers
12514,267.0,2,1597.76,0,At Risk
12515,353.0,1,383.7,0,At Risk
12516,78.0,4,2648.62,1,Loyal Customers
12517,28.0,5,2502.84,1,Loyal Customers
12518,1.0,5,2056.89,1,Loyal Customers
12519,64.0,2,726.54,1,Loyal Customers
12520,79.0,5,2634.2599999999998,1,Loyal Customers
12521,143.0,1,599.68,1,Loyal Customers
12522,39.0,2,192.72,1,Loyal Customers
12523,19.0,23,4372.15,1,Loyal Customers
12524,9.0,17,11126.11,1,Loyal Customers
12525,498.0,3,973.73,0,At Risk
12526,1.0,3,1316.66,1,Loyal Customers
12527,82.0,5,735.51,1,Loyal Customers
12528,9.0,6,1933.48,1,Loyal Customers
12529,528.0,1,316.48,0,At Risk
12530,60.0,9,3759.26,1,Loyal Customers
12531,15.0,2,1933.2,1,Loyal Customers
12532,30.0,1,349.83000000000004,1,Loyal Customers
12533,628.0,2,1367.89,0,At Risk
12534,131.0,1,1089.18,1,Loyal Customers
12535,92.0,2,716.35,1,Loyal Customers
12536,43.0,3,12601.830000000002,1,Loyal Customers
12537,409.0,1,732.94,0,At Risk
12538,29.0,2,640.45,1,Loyal Customers
12539,22.0,7,11214.75,1,Loyal Customers
12540,20.0,33,22254.49,1,Loyal Customers
12541,30.0,3,981.18,1,Loyal Customers
12542,484.0,2,481.88,0,At Risk
12543,448.0,1,980.25,0,At Risk
12544,36.0,1,372.7,1,Loyal Customers
12545,75.0,2,1000.39,1,Loyal Customers
12546,47.0,2,1161.5,1,Loyal Customers
12547,198.0,3,383.58,1,Loyal Customers
12548,166.0,1,95.19999999999999,1,Loyal Customers
12549,576.0,6,1575.68,0,At Risk
12550,79.0,1,964.83,1,Loyal Customers
12551,358.0,1,168.0,0,At Risk
12552,39.0,2,437.82,1,Loyal Customers
12553,8.0,12,4608.75,1,Loyal Customers
12554,449.0,1,468.5,0,At Risk
12555,682.0,1,129.23,0,At Risk
12556,50.0,2,603.71,1,Loyal Customers
12557,16.0,8,18716.14,1,Loyal Customers
12558,8.0,1,269.96,1,Loyal Customers
12559,311.0,2,561.71,0,At Risk
12560,5.0,3,2134.0099999999998,1,Loyal Customers
12561,303.0,1,238.85,0,At Risk
12562,8.0,9,4966.92,1,Loyal Customers
12563,409.0,1,249.24,0,At Risk
12564,261.0,1,456.9,0,At Risk
12565,289.0,1,145.92,0,At Risk
12566,86.0,1,351.65,1,Loyal Customers
12567,23.0,15,13709.86,1,Loyal Customers
12568,645.0,1,70.0,0,At Risk
12569,2.0,32,4124.69,1,Loyal Customers
12570,682.0,1,77.52,0,At Risk
12571,40.0,2,519.61,1,Loyal Customers
12572,9.0,2,1020.4200000000001,1,Loyal Customers
12573,227.0,5,717.41,1,Loyal Customers
12574,316.0,1,218.45000000000002,0,At Risk
12575,457.0,2,622.82,0,At Risk
12576,36.0,8,2142.72,1,Loyal Customers
12577,35.0,8,1653.75,1,Loyal Customers
12578,21.0,4,4642.45,1,Loyal Customers
12579,78.0,1,440.42,1,Loyal Customers
12580,247.0,2,1052.9,1,Loyal Customers
12581,40.0,1,197.71,1,Loyal Customers
12582,239.0,4,1980.4,1,Loyal Customers
12583,3.0,27,14447.44,1,Loyal Customers
12584,4.0,9,2338.15,1,Loyal Customers
12585,234.0,2,2040.1,1,Loyal Customers
12586,17.0,4,2062.67,1,Loyal Customers
12587,8.0,1,144.0,1,Loyal Customers
12588,39.0,4,958.78,1,Loyal Customers
12589,29.0,8,4695.66,1,Loyal Customers
12590,211.0,2,9864.26,1,Loyal Customers
12591,317.0,3,1352.15,0,At Risk
12592,92.0,5,2582.66,1,Loyal Customers
12593,109.0,3,418.09999999999997,1,Loyal Customers
12594,38.0,15,5090.11,1,Loyal Customers
12595,505.0,1,299.02,0,At Risk
12596,51.0,2,618.27,1,Loyal Customers
12597,19.0,4,3811.22,1,Loyal Customers
12598,10.0,11,4534.09,1,Loyal Customers
12599,29.0,13,2296.72,1,Loyal Customers
12600,29.0,21,5043.92,1,Loyal Customers
12601,190.0,6,681.26,1,Loyal Customers
12602,59.0,1,153.12,1,Loyal Customers
12603,22.0,1,739.1999999999999,1,Loyal Customers
12604,79.0,2,254.18,1,Loyal Customers
12605,376.0,4,1232.95,0,At Risk
12606,682.0,1,21.0,0,At Risk
12607,60.0,1,1579.51,1,Loyal Customers
12608,405.0,1,415.79,0,At Risk
12609,78.0,9,3435.86,1,Loyal Customers
12610,23.0,5,2099.54,1,Loyal Customers
12611,52.0,1,1193.32,1,Loyal Customers
12612,74.0,1,704.04,1,Loyal Customers
12613,57.0,10,6835.07,1,Loyal Customers
12614,278.0,1,315.6,0,At Risk
12615,2.0,8,5740.98,1,Loyal Customers
12616,95.0,3,1131.1,1,Loyal Customers
12617,29.0,1,355.53000000000003,1,Loyal Customers
12618,22.0,1,177.31,1,Loyal Customers
12619,16.0,10,3781.38,1,Loyal Customers
12620,15.0,3,1339.41,1,Loyal Customers
12621,2.0,35,24775.81,1,Loyal Customers
12622,232.0,1,180.1,1,Loyal Customers
12623,276.0,7,3747.84,0,At Risk
12624,106.0,2,641.13,1,Loyal Customers
12625,212.0,4,5164.88,1,Loyal Customers
12626,23.0,9,6620.48,1,Loyal Customers
12627,11.0,7,4478.53,1,Loyal Customers
12628,4.0,3,786.46,1,Loyal Customers
12629,386.0,2,1558.22,0,At Risk
12630,10.0,2,1270.88,1,Loyal Customers
12631,57.0,6,3481.57,1,Loyal Customers
12632,521.0,2,804.88,0,At Risk
12633,59.0,7,5678.16,1,Loyal Customers
12634,536.0,2,490.0,0,At Risk
12635,90.0,4,2930.41,1,Loyal Customers
12636,739.0,1,141.0,0,At Risk
12637,67.0,12,8340.31,1,Loyal Customers
12638,33.0,2,921.49,1,Loyal Customers
12639,239.0,3,1312.3700000000001,1,Loyal Customers
12640,24.0,3,1174.58,1,Loyal Customers
12641,115.0,1,185.9,1,Loyal Customers
12642,25.0,3,1013.26,1,Loyal Customers
12643,128.0,12,8350.42,1,Loyal Customers
12644,130.0,4,1918.49,1,Loyal Customers
12645,34.0,8,3539.3,1,Loyal Customers
12646,5.0,2,1346.97,1,Loyal Customers
12647,22.0,36,17924.35,1,Loyal Customers
12648,155.0,4,1112.0,1,Loyal Customers
12649,107.0,8,2294.65,1,Loyal Customers
12650,3.0,1,314.44,1,Loyal Customers
12651,335.0,4,377.75,0,At Risk
12652,331.0,2,1017.03,0,At Risk
12653,149.0,3,4160.83,1,Loyal Customers
12654,11.0,5,601.98,1,Loyal Customers
12655,424.0,1,261.35,0,At Risk
12656,17.0,8,6407.83,1,Loyal Customers
12657,11.0,4,1643.18,1,Loyal Customers
12658,19.0,1,686.05,1,Loyal Customers
12659,30.0,1,91.68,1,Loyal Customers
12660,11.0,1,245.1,1,Loyal Customers
12661,436.0,1,162.0,0,At Risk
12662,1.0,20,6988.02,1,Loyal Customers
12663,625.0,2,239.4,0,At Risk
12664,8.0,11,6070.04,1,Loyal Customers
12665,325.0,3,313.6,0,At Risk
12666,394.0,1,1248.42,0,At Risk
12667,58.0,1,620.13,1,Loyal Customers
12668,12.0,10,11444.68,1,Loyal Customers
12669,151.0,3,2744.0299999999997,1,Loyal Customers
12670,10.0,7,3760.29,1,Loyal Customers
12671,606.0,1,2622.481,0,At Risk
12672,330.0,2,437.05,0,At Risk
12673,5.0,3,1230.02,1,Loyal Customers
12674,39.0,4,1970.6,1,Loyal Customers
12675,554.0,2,958.5,0,At Risk
12676,25.0,11,2843.09,1,Loyal Customers
12677,555.0,2,395.1,0,At Risk
12678,42.0,21,34281.18,1,Loyal Customers
12679,59.0,4,1113.02,1,Loyal Customers
12680,1.0,4,880.81,1,Loyal Customers
12681,15.0,45,30868.28,1,Loyal Customers
12682,4.0,52,24033.91,1,Loyal Customers
12683,4.0,21,12696.78,1,Loyal Customers
12684,8.0,7,2283.63,1,Loyal Customers
12685,28.0,6,2863.08,1,Loyal Customers
12686,372.0,1,178.28,0,At Risk
12687,481.0,2,2138.91,0,At Risk
12688,114.0,1,4873.8099999999995,1,Loyal Customers
12689,26.0,2,1247.61,1,Loyal Customers
12690,206.0,1,389.01,1,Loyal Customers
12691,28.0,7,1170.4,1,Loyal Customers
12692,637.0,1,110.95,0,At Risk
12693,127.0,7,1703.02,1,Loyal Customers
12694,70.0,3,1843.35,1,Loyal Customers
12695,7.0,7,1407.1200000000001,1,Loyal Customers
12696,435.0,2,851.91,0,At Risk
12697,29.0,3,957.59,1,Loyal Customers
12698,590.0,1,339.75,0,At Risk
12699,418.0,1,638.11,0,At Risk
12700,8.0,4,4939.99,1,Loyal Customers
12701,80.0,6,2446.41,1,Loyal Customers
12702,20.0,1,219.0,1,Loyal Customers
12703,71.0,4,1006.53,1,Loyal Customers
12704,7.0,8,2340.84,1,Loyal Customers
12705,15.0,14,11762.1,1,Loyal Customers
12707,292.0,1,603.42,0,At Risk
12708,30.0,18,5314.1,1,Loyal Customers
12709,15.0,34,31093.34,1,Loyal Customers
12710,97.0,3,1149.02,1,Loyal Customers
12711,612.0,2,1339.05,0,At Risk
12712,29.0,21,7193.66,1,Loyal Customers
12713,1.0,1,848.55,1,Loyal Customers
12714,9.0,12,14093.710000000001,1,Loyal Customers
12715,106.0,1,353.86,1,Loyal Customers
12716,4.0,2,1053.49,1,Loyal Customers
12717,151.0,3,1308.91,1,Loyal Customers
12718,71.0,1,238.25,1,Loyal Customers
12719,5.0,2,644.95,1,Loyal Customers
12720,3.0,30,8260.67,1,Loyal Customers
12721,32.0,8,4013.08,1,Loyal Customers
12722,85.0,4,997.63,1,Loyal Customers
12723,4.0,5,725.07,1,Loyal Customers
12724,5.0,7,2317.52,1,Loyal Customers
12725,371.0,4,2694.56,0,At Risk
12726,28.0,11,4014.6,1,Loyal Customers
12727,11.0,10,5679.53,1,Loyal Customers
12728,71.0,5,1070.17,1,Loyal Customers
12729,114.0,1,453.01,1,Loyal Customers
12730,522.0,1,829.25,0,At Risk
12731,24.0,17,25775.71,1,Loyal Customers
12732,180.0,1,236.26000000000002,1,Loyal Customers
12733,234.0,4,2424.87,1,Loyal Customers
12734,353.0,3,639.65,0,At Risk
12735,315.0,2,779.5699999999999,0,At Risk
12736,333.0,1,234.0,0,At Risk
12737,499.0,2,3710.5,0,At Risk
12738,372.0,1,310.7,0,At Risk
12739,78.0,4,2726.73,1,Loyal Customers
12740,64.0,1,427.6,1,Loyal Customers
12741,529.0,2,406.07,0,At Risk
12742,626.0,1,1201.52,0,At Risk
12743,134.0,2,546.43,1,Loyal Customers
12744,52.0,11,25317.06,1,Loyal Customers
12745,487.0,3,925.41,0,At Risk
12746,541.0,1,254.55,0,At Risk
12747,2.0,26,9276.54,1,Loyal Customers
12748,1.0,336,56599.39,2,Champions
12749,4.0,9,6897.36,1,Loyal Customers
12750,129.0,1,275.88,1,Loyal Customers
12751,445.0,1,268.27,0,At Risk
12752,81.0,1,4366.78,1,Loyal Customers
12753,23.0,6,21429.39,1,Loyal Customers
12754,236.0,3,3010.74,1,Loyal Customers
12755,281.0,11,9030.66,1,Loyal Customers
12756,87.0,1,112.08,1,Loyal Customers
12757,16.0,13,7857.1,1,Loyal Customers
12758,117.0,7,9903.24,1,Loyal Customers
12759,52.0,8,5020.74,1,Loyal Customers
12760,456.0,1,347.8,0,At Risk
12761,458.0,2,782.95,0,At Risk
12762,8.0,2,1898.52,1,Loyal Customers
12763,138.0,2,814.16,1,Loyal Customers
12764,317.0,1,1693.88,0,At Risk
12765,472.0,6,1404.58,0,At Risk
12766,4.0,9,10068.28,1,Loyal Customers
12767,376.0,1,949.82,0,At Risk
12768,451.0,1,168.69,0,At Risk
12769,239.0,1,1143.6,1,Loyal Customers
12770,211.0,2,3246.45,1,Loyal Customers
12771,486.0,1,282.3,0,At Risk
12772,60.0,1,892.47,1,Loyal Customers
12773,564.0,1,124.25,0,At Risk
12774,536.0,1,98.7,0,At Risk
12775,17.0,7,1686.1200000000001,1,Loyal Customers
12776,668.0,1,55.5,0,At Risk
12777,458.0,1,519.45,0,At Risk
12778,20.0,9,1775.6799999999998,1,Loyal Customers
12779,38.0,14,6722.2699999999995,1,Loyal Customers
12780,599.0,1,337.4,0,At Risk
12781,64.0,2,826.74,1,Loyal Customers
12782,5.0,11,4618.24,1,Loyal Customers
12783,2.0,6,2225.91,1,Loyal Customers
12784,9.0,3,1804.75,1,Loyal Customers
12785,364.0,3,1100.4,0,At Risk
12786,610.0,1,728.5,0,At Risk
12787,10.0,4,862.18,1,Loyal Customers
12788,463.0,4,444.90000000000003,0,At Risk
12789,65.0,3,273.35,1,Loyal Customers
12790,192.0,2,591.85,1,Loyal Customers
12791,374.0,6,1056.1100000000001,0,At Risk
12792,257.0,2,827.01,0,At Risk
12793,335.0,3,1017.33,0,At Risk
12794,53.0,2,860.41,1,Loyal Customers
12795,19.0,1,430.48,1,Loyal Customers
12796,628.0,1,381.0,0,At Risk
12797,366.0,2,806.11,0,At Risk
12798,10.0,4,8510.93,1,Loyal Customers
12799,529.0,1,219.35,0,At Risk
12800,470.0,3,584.25,0,At Risk
12801,501.0,1,1071.82,0,At Risk
12802,187.0,7,2416.42,1,Loyal Customers
12803,393.0,1,1092.81,0,At Risk
12804,466.0,2,327.02,0,At Risk
12805,382.0,4,1434.95,0,At Risk
12806,435.0,4,2878.96,0,At Risk
12807,383.0,1,330.34999999999997,0,At Risk
12808,37.0,5,906.1,1,Loyal Customers
12809,178.0,3,1755.94,1,Loyal Customers
12810,535.0,2,534.99,0,At Risk
12811,261.0,5,1033.9,1,Loyal Customers
12812,45.0,1,229.64000000000001,1,Loyal Customers
12813,502.0,3,1687.8,0,At Risk
12814,102.0,1,125.92,1,Loyal Customers
12815,148.0,2,1063.46,1,Loyal Customers
12816,96.0,2,572.2,1,Loyal Customers
12817,281.0,3,690.98,0,At Risk
12818,262.0,1,1542.08,0,At Risk
12819,458.0,1,540.52,0,At Risk
12820,3.0,11,2689.52,1,Loyal Customers
12821,214.0,2,220.8,1,Loyal Customers
12822,71.0,2,948.88,1,Loyal Customers
12823,75.0,18,6501.5,1,Loyal Customers
12824,60.0,1,397.12,1,Loyal Customers
12825,521.0,2,518.63,0,At Risk
12826,3.0,12,2955.75,1,Loyal Customers
12827,6.0,3,430.15,1,Loyal Customers
12828,3.0,6,1018.71,1,Loyal Customers
12829,337.0,3,385.3,0,At Risk
12830,38.0,6,6814.64,1,Loyal Customers
12831,262.0,3,451.11,0,At Risk
12832,32.0,2,383.03000000000003,1,Loyal Customers
12833,145.0,1,417.38,1,Loyal Customers
12834,283.0,1,312.38,0,At Risk
12835,428.0,41,6043.31,0,At Risk
12836,59.0,15,6585.62,1,Loyal Customers
12837,173.0,2,688.41,1,Loyal Customers
12838,34.0,10,3398.48,1,Loyal Customers
12839,3.0,26,10071.73,1,Loyal Customers
12840,144.0,7,4041.97,1,Loyal Customers
12841,5.0,40,7540.68,1,Loyal Customers
12842,70.0,4,1917.99,1,Loyal Customers
12843,66.0,30,6588.41,1,Loyal Customers
12844,29.0,4,648.6,1,Loyal Customers
12845,267.0,4,354.09000000000003,0,At Risk
12846,682.0,1,15.58,0,At Risk
12847,22.0,2,1636.8999999999999,1,Loyal Customers
12848,676.0,1,208.0,0,At Risk
12849,31.0,6,3090.56,1,Loyal Customers
12850,446.0,1,330.0,0,At Risk
12851,97.0,2,284.13,1,Loyal Customers
12852,295.0,1,311.55,0,At Risk
12853,135.0,11,3907.5,1,Loyal Customers
12854,79.0,7,2994.02,1,Loyal Customers
12855,373.0,4,650.94,0,At Risk
12856,8.0,6,2179.93,1,Loyal Customers
12857,211.0,6,3688.0,1,Loyal Customers
12858,383.0,1,177.92,0,At Risk
12859,459.0,1,575.1,0,At Risk
12860,693.0,1,55.47,0,At Risk
12861,620.0,1,68.25,0,At Risk
12862,426.0,2,1008.3199999999999,0,At Risk
12863,52.0,6,2792.55,1,Loyal Customers
12864,138.0,2,299.57,1,Loyal Customers
12865,26.0,4,3323.47,1,Loyal Customers
12866,283.0,3,1227.35,0,At Risk
12867,26.0,13,7913.29,1,Loyal Customers
12868,186.0,8,2247.06,1,Loyal Customers
12869,682.0,1,337.66999999999996,0,At Risk
12870,375.0,3,1676.95,0,At Risk
12871,84.0,3,744.02,1,Loyal Customers
12872,327.0,12,3685.4900000000002,0,At Risk
12873,282.0,3,2027.3,0,At Risk
12874,385.0,2,948.42,0,At Risk
12875,143.0,5,1356.9900000000002,1,Loyal Customers
12876,58.0,4,4081.79,1,Loyal Customers
12877,4.0,20,2955.17,1,Loyal Customers
12878,236.0,2,854.99,1,Loyal Customers
12879,45.0,3,573.22,1,Loyal Customers
12880,382.0,2,640.13,0,At Risk
12881,276.0,1,298.0,0,At Risk
12882,9.0,2,1463.04,1,Loyal Customers
12883,25.0,4,703.47,1,Loyal Customers
12884,88.0,1,309.05,1,Loyal Customers
12885,63.0,3,1175.22,1,Loyal Customers
12886,68.0,2,1378.4,1,Loyal Customers
12887,384.0,1,222.4,0,At Risk
12888,214.0,2,354.12,1,Loyal Customers
12889,381.0,4,385.46000000000004,0,At Risk
12890,24.0,2,717.27,1,Loyal Customers
12891,186.0,11,840.5,1,Loyal Customers
12892,397.0,1,263.38,0,At Risk
12893,31.0,1,188.14,1,Loyal Customers
12894,575.0,1,157.35,0,At Risk
12895,42.0,2,372.8,1,Loyal Customers
12897,205.0,4,514.25,1,Loyal Customers
12898,464.0,2,310.96,0,At Risk
12899,414.0,1,366.4,0,At Risk
12900,422.0,1,340.33000000000004,0,At Risk
12901,9.0,28,17654.54,1,Loyal Customers
12902,265.0,1,138.68,0,At Risk
12903,429.0,1,833.5300000000001,0,At Risk
12904,18.0,2,509.58,1,Loyal Customers
12905,577.0,2,1018.42,0,At Risk
12906,12.0,5,2919.81,1,Loyal Customers
12907,396.0,2,508.91,0,At Risk
12908,176.0,5,1776.0,1,Loyal Customers
12909,40.0,8,3103.19,1,Loyal Customers
12910,23.0,13,5796.52,1,Loyal Customers
12911,552.0,1,1680.47,0,At Risk
12912,3.0,5,1662.3,1,Loyal Customers
12913,5.0,13,6700.86,1,Loyal Customers
12914,401.0,1,223.98,0,At Risk
12915,149.0,4,1174.75,1,Loyal Customers
12916,139.0,7,4654.0199999999995,1,Loyal Customers
12917,128.0,6,4359.2,1,Loyal Customers
12918,626.0,1,10953.5,0,At Risk
12919,8.0,6,1335.19,1,Loyal Customers
12920,17.0,4,488.09000000000003,1,Loyal Customers
12921,9.0,74,35921.04,1,Loyal Customers
12922,161.0,1,405.38,1,Loyal Customers
12923,64.0,3,789.87,1,Loyal Customers
12924,88.0,12,2469.4,1,Loyal Customers
12925,5.0,3,729.3299999999999,1,Loyal Customers
12926,411.0,4,1548.46,0,At Risk
12927,395.0,1,197.31,0,At Risk
12928,35.0,12,4304.89,1,Loyal Customers
12929,312.0,1,117.85,0,At Risk
12930,78.0,2,415.8,1,Loyal Customers
12931,22.0,57,92347.34,1,Loyal Customers
12932,539.0,8,1698.56,0,At Risk
12933,24.0,8,1687.03,1,Loyal Customers
12934,737.0,1,181.65,0,At Risk
12935,2.0,15,4243.86,1,Loyal Customers
12936,17.0,4,1063.9,1,Loyal Customers
12937,15.0,9,3097.61,1,Loyal Customers
12938,26.0,1,114.14,1,Loyal Customers
12939,64.0,20,25264.8,1,Loyal Customers
12940,55.0,2,913.54,1,Loyal Customers
12941,724.0,1,377.49,0,At Risk
12942,131.0,3,942.65,1,Loyal Customers
12943,558.0,2,496.5,0,At Risk
12944,36.0,2,604.51,1,Loyal Customers
12945,288.0,2,900.11,0,At Risk
12946,437.0,1,324.45,0,At Risk
12947,144.0,6,1908.03,1,Loyal Customers
12948,16.0,9,2317.43,1,Loyal Customers
12949,31.0,22,15526.7,1,Loyal Customers
12950,2.0,3,1843.0,1,Loyal Customers
12951,9.0,15,3213.7200000000003,1,Loyal Customers
12952,6.0,4,1387.79,1,Loyal Customers
12953,10.0,2,828.8100000000001,1,Loyal Customers
12954,639.0,1,162.45,0,At Risk
12955,1.0,11,4757.16,1,Loyal Customers
